site_id,model_family,rmse,mae,n
10267,Site-Hard Expert Selector,0.7837651371955872,0.6353306770324707,22
10301,Deep Context LSTM (Always TL),0.36849403381347656,0.30728232860565186,32
10301,Random Forest,0.3876397263804681,0.29250207575943926,32
10301,Context-Aware Selective Learning,0.4123615026473999,0.33957892656326294,32
10301,Deep Context LSTM (No TL),0.4677256941795349,0.39248472452163696,32
10301,Site-Hard Expert Selector,0.4677256941795349,0.39248472452163696,32
10335,Random Forest,0.7594142054540877,0.6299895748615046,37
10335,Deep Context LSTM (Always TL),0.8200446367263794,0.676768958568573,37
10335,Site-Hard Expert Selector,0.8200446367263794,0.676768958568573,37
10335,Context-Aware Selective Learning,0.8217578530311584,0.6492999196052551,37
10335,Deep Context LSTM (No TL),0.8622525930404663,0.6642470955848694,37
10375,Random Forest,0.8725701701215802,0.6600058835508692,32
10375,Context-Aware Selective Learning,0.9998347759246826,0.8154206275939941,32
10375,Deep Context LSTM (Always TL),1.0030438899993896,0.8261891603469849,32
10375,Site-Hard Expert Selector,1.0030438899993896,0.8261891603469849,32
10375,Deep Context LSTM (No TL),1.00566828250885,0.7755675315856934,32
10472,Deep Context LSTM (Always TL),0.9644221067428589,0.7496612071990967,35
10472,Context-Aware Selective Learning,0.9868437647819519,0.7476940751075745,35
10472,Deep Context LSTM (No TL),1.0386282205581665,0.7839791774749756,35
10472,Site-Hard Expert Selector,1.0386282205581665,0.7839791774749756,35
10472,Random Forest,1.082897582503312,0.8861000620279359,35
10496,Random Forest,0.5018928288334076,0.4135654568040795,27
10496,Context-Aware Selective Learning,0.6683604717254639,0.5569970607757568,27
10496,Deep Context LSTM (No TL),0.6779942512512207,0.5663147568702698,27
10496,Deep Context LSTM (Always TL),0.6851995587348938,0.5628353953361511,27
10496,Site-Hard Expert Selector,0.6851995587348938,0.5628353953361511,27
10510,Random Forest,0.3943782364206782,0.3013054691955208,37
10510,Context-Aware Selective Learning,0.5228880047798157,0.45150941610336304,37
10510,Deep Context LSTM (Always TL),0.5261239409446716,0.4419390559196472,37
10510,Site-Hard Expert Selector,0.5261239409446716,0.4419390559196472,37
10510,Deep Context LSTM (No TL),0.5455899238586426,0.4729090929031372,37
10524,Random Forest,1.2192988677643715,0.9677242276155119,36
10524,Deep Context LSTM (No TL),1.2287757396697998,0.9310120344161987,36
10524,Context-Aware Selective Learning,1.285374641418457,0.9817749857902527,36
10524,Deep Context LSTM (Always TL),1.3191075325012207,1.0178784132003784,36
10524,Site-Hard Expert Selector,1.3191075325012207,1.0178784132003784,36
10527,Random Forest,0.4747326665750696,0.3485144785466475,37
10527,Deep Context LSTM (Always TL),0.5734961628913879,0.48279839754104614,37
10527,Site-Hard Expert Selector,0.5734961628913879,0.48279839754104614,37
10527,Context-Aware Selective Learning,0.5931468605995178,0.4768226146697998,37
10527,Deep Context LSTM (No TL),0.6390495896339417,0.47999754548072815,37
10545,Deep Context LSTM (Always TL),0.4780840575695038,0.38859522342681885,37
10545,Site-Hard Expert Selector,0.4780840575695038,0.38859522342681885,37
10545,Context-Aware Selective Learning,0.581989586353302,0.48403486609458923,37
10545,Random Forest,0.6155880638782759,0.5259590681134728,37
10545,Deep Context LSTM (No TL),0.674260139465332,0.5782155990600586,37
