site_id,driver_code,driver,lag,corr,n_overlap,coverage_months,abs_corr,driver_lag
31528,tsmp_wtda,TSMP wtda,1,0.1353456830230262,88,88,0.1353456830230262,TSMP wtda t-1
31541,pr_a,Precipitation anomaly,3,0.04796203059190973,131,131,0.04796203059190973,Precipitation t-3
31541,sm_a,Soil moisture anomaly,1,0.10597579114485552,131,131,0.10597579114485552,Soil moisture t-1
31541,tsmp_wtda,TSMP wtda,1,-0.07289235953112166,131,131,0.07289235953112166,TSMP wtda t-1
31543,pr_a,Precipitation anomaly,2,0.2826334691600249,121,121,0.2826334691600249,Precipitation t-2
31543,sm_a,Soil moisture anomaly,2,-0.13991459773947623,121,121,0.13991459773947623,Soil moisture t-2
31543,tsmp_wtda,TSMP wtda,3,0.18305441615710635,121,121,0.18305441615710635,TSMP wtda t-3
31567,pr_a,Precipitation anomaly,3,-0.016505276173238086,126,126,0.016505276173238086,Precipitation t-3
31567,sm_a,Soil moisture anomaly,1,0.13279868736373585,126,126,0.13279868736373585,Soil moisture t-1
31567,tsmp_wtda,TSMP wtda,1,-0.07637804742121833,126,126,0.07637804742121833,TSMP wtda t-1
31593,pr_a,Precipitation anomaly,1,-0.15697573058415684,74,74,0.15697573058415684,Precipitation t-1
31593,sm_a,Soil moisture anomaly,1,0.14037603886747121,74,74,0.14037603886747121,Soil moisture t-1
31593,tsmp_wtda,TSMP wtda,1,-0.10023860357536128,74,74,0.10023860357536128,TSMP wtda t-1
31631,pr_a,Precipitation anomaly,3,-0.055181896907702574,121,121,0.055181896907702574,Precipitation t-3
31631,sm_a,Soil moisture anomaly,2,0.07863244396895674,121,121,0.07863244396895674,Soil moisture t-2
31631,tsmp_wtda,TSMP wtda,2,0.08060741675293101,121,121,0.08060741675293101,TSMP wtda t-2
31642,pr_a,Precipitation anomaly,2,0.2386318947956949,79,79,0.2386318947956949,Precipitation t-2
31642,sm_a,Soil moisture anomaly,1,0.22863776050284781,79,79,0.22863776050284781,Soil moisture t-1
31642,tsmp_wtda,TSMP wtda,3,0.3260743637159358,79,79,0.3260743637159358,TSMP wtda t-3
31683,pr_a,Precipitation anomaly,3,0.19590783924539276,115,115,0.19590783924539276,Precipitation t-3
31683,sm_a,Soil moisture anomaly,3,0.04388992444753599,115,115,0.04388992444753599,Soil moisture t-3
31683,tsmp_wtda,TSMP wtda,1,-0.07193950298302867,115,115,0.07193950298302867,TSMP wtda t-1
31688,pr_a,Precipitation anomaly,3,0.2280807869122638,121,121,0.2280807869122638,Precipitation t-3
31688,sm_a,Soil moisture anomaly,2,0.1984337527993065,121,121,0.1984337527993065,Soil moisture t-2
31688,tsmp_wtda,TSMP wtda,1,-0.18010257300319724,121,121,0.18010257300319724,TSMP wtda t-1
31696,pr_a,Precipitation anomaly,2,0.36914306604666774,143,143,0.36914306604666774,Precipitation t-2
31696,sm_a,Soil moisture anomaly,1,0.13688875620115126,143,143,0.13688875620115126,Soil moisture t-1
31696,tsmp_wtda,TSMP wtda,3,0.08531862874651486,143,143,0.08531862874651486,TSMP wtda t-3
31792,pr_a,Precipitation anomaly,1,0.31380680736777594,59,59,0.31380680736777594,Precipitation t-1
31792,sm_a,Soil moisture anomaly,2,0.12819063175222065,59,59,0.12819063175222065,Soil moisture t-2
